id mostra,depuradora,        MS2(CG/L),        N2(CG/L),        N1(CG/L),        Adenovirus humans(CG/L),        E(CG/L),        N1r(CG/L),        N2r(CG/L),        Control intern(CG/L),        TGEV(CG/L),        IP4(CG/L),        Mengovirus(CG/L),        Diana4(CG/L),        Control inTGEV(CG/L),Cabal últimes 24h(m3),Pluja(mm),Observacions,Valor puntual,
DRUS-2020-08-31,REUS,428.57,232980,58907,,,,,,,,,,,16655,0,Canvi metodològic,true,
DRUS-2020-09-07,REUS,39283000,357.14,11117,,,357.14,357.14,,,,,,,17086,0,,false,
DRUS-2020-09-14,REUS,14932000,1306.6,2999.1,,,,,,,,,,,17831,0,,false,
DRUS-2020-09-21,REUS,4454300,142.86,22419,,,,,,,,,,,17069,0,,false,
DRUS-2020-09-28,REUS,3876100,171.43,3837.9,,,,,,,,,,,15450,0,,false,
DRUS-2020-10-05,REUS,123310000,16712,150810,,,,,,,,,,,15781,0,,false,
DRUS-2020-10-12,REUS,25146000,41908,19205,,,,,,,,,,,14988,0,,false,
DSFL-2020-07-06,SANT_FELIU_DE_LLOBREGAT,17167000,,457.14,25596,457.14,,,,,,,,,56568,0,,false,
DSFL-2020-07-13,SANT_FELIU_DE_LLOBREGAT,7724500,,3237.9,16569,703.3,,,,,,,,,53044,0,,true,
DSFL-2020-07-20,SANT_FELIU_DE_LLOBREGAT,4408,271.43,271.43,1104.1,,,,,,,,,,52954,0,,false,
DSFL-2020-07-28,SANT_FELIU_DE_LLOBREGAT,87467,4039.3,11002,4101.7,,,,,,,,,,,,,false,
DSFL-2020-08-03,SANT_FELIU_DE_LLOBREGAT,34827000,20546,20079,4844.1,,,,,,,,,,50046,0,,false,
DSFL-2020-08-10,SANT_FELIU_DE_LLOBREGAT,3811000,11188,20352,3093.2,,,,,,,,,,39379,0,,false,
DSFL-2020-08-17,SANT_FELIU_DE_LLOBREGAT,90254000,137850,246770,6826.7,,,,,,,,,,41058,0,,false,
DSFL-2020-08-24,SANT_FELIU_DE_LLOBREGAT,13088000,4078.2,26911,27098,,,,,,,,,,44340,0,,false,
DSFL-2020-08-31,SANT_FELIU_DE_LLOBREGAT,13994000,27007,16970,595.13,,,,,,,,,,54839,0,,false,
DSFL-2020-09-07,SANT_FELIU_DE_LLOBREGAT,8796100,3437.4,7718.4,2752.6,,,,,,,,,,56568,0,,false,
DSFL-2020-09-14,SANT_FELIU_DE_LLOBREGAT,4944000,614.61,485.39,63706,,,,,,,,,,56099,0,,false,
DSFL-2020-09-21,SANT_FELIU_DE_LLOBREGAT,22235000,2742.2,3363.9,33046,,,,,,,,,,62573,0,,false,
DSFL-2020-09-28,SANT_FELIU_DE_LLOBREGAT,9259200,8059,5919.5,,,,,,,,,,,53120,0,,false,
DSFL-2020-10-05,SANT_FELIU_DE_LLOBREGAT,4098700,11717,4618.5,,,,,,,,,,,,,,false,
DSFL-2020-10-12,SANT_FELIU_DE_LLOBREGAT,3885300,17861,42597,58673,,,,,,,,,,,,,false,
DSLL-2020-07-06,SALLENT/ARTÉS,14024000,,489.8,39186,489.8,,,,,,,,,2835,0,,false,
DSLL-2020-07-13,SALLENT/ARTÉS,1423600,,500,13646,500,,,,,,,,,2341,25,,false,
DSLL-2020-07-20,SALLENT/ARTÉS,61222,371.43,4001.4,3949.1,,,,,,,,,,2679,0,,false,
DSLL-2020-07-28,SALLENT/ARTÉS,28915,526.33,182.14,228.48,,,,,,,,,,,,,false,
DSLL-2020-08-03,SALLENT/ARTÉS,13456000,60061,41724,76110,,,,,,,,,,2181,0,,false,
DSLL-2020-08-10,SALLENT/ARTÉS,11610000,214.29,1413.7,1067.6,,,,,,,,,,2059,0,,true,
DSLL-2020-08-17,SALLENT/ARTÉS,35594000,18074,15563,964.29,,,,,,,,,,2088,0,,false,
DSLL-2020-08-24,SALLENT/ARTÉS,14288000,6232.1,22073,12395,,,,,,,,,,2003,0,,false,
DSLL-2020-08-31,SALLENT/ARTÉS,11960000,407.14,4681.3,149240,,,,,,,,,,2813,0,,false,
DSLL-2020-09-07,SALLENT/ARTÉS,9442200,6166.8,33976,6708.3,,,,,,,,,,2573,0.4,,false,
DSLL-2020-09-14,SALLENT/ARTÉS,1971300,804.59,2083.6,26967,,,,,,,,,,2336,,,false,
DSLL-2020-09-21,SALLENT/ARTÉS,24403000,4116.2,1991.5,14052,,,,,,,,,,3203,15,,false,
DSLL-2020-09-28,SALLENT/ARTÉS,7621700,279.43,2576.1,,,,,,,,,,,2432,,,false,
DSLL-2020-10-05,SALLENT/ARTÉS,898370,1155.7,192.86,,,,,,,,,,,,,,true,
DSLL-2020-10-12,SALLENT/ARTÉS,540800,235.71,235.71,16542,,,,,,,,,,,,,false,
DSOL-2020-07-06,SOLSONA,89792000,,7073.3,,450,,,,,,,,,2645,0,,false,
DSOL-2020-07-13,SOLSONA,41474000,,450,,450,,,,,,,,,2543,0,,false,
DSOL-2020-07-20,SOLSONA,5650900,,450,,450,,,,,,,,,2419,0,,false,
DSOL-2020-07-27,SOLSONA,5211700,,450,,450,,,,,,,,,2375,0,,false,
DSOL-2020-08-03,SOLSONA,753930000,300,300,,,,,,,,,,,2097,0,,false,
DSOL-2020-08-10,SOLSONA,682410000,300,300,,,,,,,,,,,2490,0,,false,
DSOL-2020-08-17,SOLSONA,,360,7811.7,,360,,,238440000,,,,,,2348,0,Valor Puntual,false,
DSOL-2020-08-25,SOLSONA,450,450,450,,450,,,,,,,,,,,,false,
DSOL-2020-08-31,SOLSONA,400,400,2229,,,,,,,,,,,2361,0,Valor Puntual,true,
DSOL-2020-09-07,SOLSONA,22603000,142.86,142.86,,,142.86,142.86,,,,,,,2021,0,Canvi Metodològic,false,
DSOL-2020-09-14,SOLSONA,90841000,171.43,451.95,,,,,,,,,,,2086,0,,false,
DSOL-2020-09-21,SOLSONA,13835000,142.86,26767,,,,,,,,,,,2549,0,,false,
DSOL-2020-09-28,SOLSONA,47641000,516.16,3842.5,,,,,,,,,,,2202,0,,false,
DSOL-2020-10-05,SOLSONA,1114800000,30757,29549,,,,,,,,,,,2257,0,,false,
DSOL-2020-10-12,SOLSONA,61457000,6248.3,45358,,,,,,,,,,,2330,0,,false,
DSOR-2020-07-06,SORT,41248000,,450,,450,,,,,,,,,657,0,,false,
DSOR-2020-07-20,SORT,107130000,,450,,450,,,,,,,,,642,0,,false,
DSOR-2020-08-03,SORT,119990000,360,360,,,,,,,,,,,742,0,,false,
DSOR-2020-08-17,SORT,,360,360,,360,,,33409000,,,,,,775,0,,false,
DSOR-2020-08-31,SORT,320,320,320,,,,,,,,,,,670,0,,false,
DSOR-2020-09-14,SORT,12608000,205.71,205.71,,,,,,,,,,,572,0,,false,
DSRS-2020-07-06,SABADELL/RIU_SEC,,,148.15,,148.15,,,,2759600,148.15,,,,23334,0,,false,
DSRS-2020-07-13,SABADELL/RIU_SEC,,,1769.1,,148.15,,,,148.15,148.15,,,,226851,0,,false,
DSRS-2020-07-20,SABADELL/RIU_SEC,,,7698.1,,148.15,,,,29563,4053.8,,,,23262,0,,false,
DSRS-2020-07-27,SABADELL/RIU_SEC,,,148.15,,148.15,,,,68025,23979,,,,24693,0,,false,
DSRS-2020-08-03,SABADELL/RIU_SEC,,,988.7,,,,,,1128.2,1132.7,,,,26294,0,,false,
DSRS-2020-08-10,SABADELL/RIU_SEC,,,1428.7,,,,,,14605,429.54,,,,26939,0,,false,
DSRS-2020-08-17,SABADELL/RIU_SEC,,,8246.9,,,,,,11382,12448,,,,21691,0,,false,
DSRS-2020-08-24,SABADELL/RIU_SEC,,,228920,,,,,,612470,1156500,,,,22623,0,Canvi metodològic,false,
DSRS-2020-08-31,SABADELL/RIU_SEC,,,273580,,,,,,850810,215190,,,,30754,0,,false,
DSRS-2020-09-07,SABADELL/RIU_SEC,,,203040,,,,,,975550,16086,,,,26022,0,,false,
DSRS-2020-09-14,SABADELL/RIU_SEC,,,1577400,,,,,,1055800,132640,,,,25030,0,,false,
DSRS-2020-09-21,SABADELL/RIU_SEC,,,507860,,,,,,780720,273920,,,,23879,0,,false,
DSRS-2020-09-28,SABADELL/RIU_SEC,,,292560,,,,,,423740,403790,,,,23839,0,,false,
DSRS-2020-10-05,SABADELL/RIU_SEC,,,1822100,,,,,,1320700,275950,,,,,,,false,
DSRS-2020-10-12,SABADELL/RIU_SEC,,,1244700,,,,,,1993700,298750,,,,,,,false,
DTAR-2020-07-06,TARRAGONA,6358800,,500,,500,,,,,,,,,0,0,,false,
DTAR-2020-07-13,TARRAGONA,13962000,,450,,450,,,,,,,,,0,0,,false,
DTAR-2020-07-20,TARRAGONA,70651000,,600,,600,,,,,,,,,0,0,,false,
DTAR-2020-07-27,TARRAGONA,5412700,,450,,450,,,,,,,,,23356,0,,false,
DTAR-2020-08-03,TARRAGONA,360,360,360,,,,,,,,,,,23016,0,,false,
DTAR-2020-08-10,TARRAGONA,50672000,300,434.71,,,,,,,,,,,22871,0,Valor Puntual,false,
DTAR-2020-08-17,TARRAGONA,,420,420,,420,,,149440000,,,,,,23268,0,,false,
DTAR-2020-08-25,TARRAGONA,450,450,693.39,,450,,,,,,,,,,,,false,
DTAR-2020-08-31,TARRAGONA,450,450,450,,,,,,,,,,,22370,0,,false,
DTAR-2020-09-07,TARRAGONA,57088000,7410.1,13066,,,357.14,357.14,,,,,,,19374,0,Canvi Metodològic,false,
DTAR-2020-09-14,TARRAGONA,14301000,325.27,413.61,,,,,,,,,,,24448,0,,false,
DTAR-2020-09-21,TARRAGONA,4421900,142.86,142.86,,,,,,,,,,,25018,0,,false,
DTAR-2020-09-28,TARRAGONA,,2307.2,2801.7,,,,,,,,,,,22996,0,,false,
DTAR-2020-10-05,TARRAGONA,173650000,71884,178480,,,,,,,,,,,22704,0,,false,
DTAR-2020-10-12,TARRAGONA,23473000,14594,40708,,,,,,,,,,,,,,false,
DTOT-2020-07-06,TORTOSA-ROQUETES,32184000,,5604.6,,450,,,,,,,,,5353,0,,false,
DTOT-2020-07-13,TORTOSA-ROQUETES,12683000,,450,,450,,,,,,,,,5406,0,,false,
DTOT-2020-07-20,TORTOSA-ROQUETES,125640000,,5140.9,,450,,,,,,,,,5987,0,,false,
DTOT-2020-07-27,TORTOSA-ROQUETES,450,,450,,40625,,,,,,,,,6150,0,,false,
DTOT-2020-08-03,TORTOSA-ROQUETES,60257000,360,1774.1,,,,,,,,,,,5519,0,Valor Puntual,false,
DTOT-2020-08-10,TORTOSA-ROQUETES,27380000,300,1253,,,,,,,,,,,5437,0,,false,
DTOT-2020-08-17,TORTOSA-ROQUETES,,360,48486,,360,,,204160000,,,,,,4946,0,,false,
DTOT-2020-08-25,TORTOSA-ROQUETES,450,450,4220.3,,450,,,,,,,,,,,,false,
DTOT-2020-08-31,TORTOSA-ROQUETES,142.86,142.86,13816,,,,,,,,,,,5973,0,Canvi metodològic,true,
DTOT-2020-09-07,TORTOSA-ROQUETES,29998000,264.29,2358.2,,,264.29,264.29,,,,,,,5330,0,,true,
DTOT-2020-09-14,TORTOSA-ROQUETES,84902000,2951.7,7539.1,,,,,,,,,,,5862,0,,false,
DTOT-2020-09-21,TORTOSA-ROQUETES,11748000,7246.3,2799.7,,,,,,,,,,,,,,false,
DTOT-2020-09-28,TORTOSA-ROQUETES,6067800,171.43,11584,,,,,,,,,,,,,,false,
DTOT-2020-10-05,TORTOSA-ROQUETES,365640000,20058,186960,,,,,,,,,,,,,,false,
DTOT-2020-10-12,TORTOSA-ROQUETES,26055000,96712,40474,,,,,,,,,,,,,,false,
DTRG-2020-07-13,TÀRREGA,39690000,,179300,,111740,,,,,,,,,3089,0,,false,
DTRG-2020-07-20,TÀRREGA,510050000,,2840.6,,360,,,,,,,,,3333,0,,false,
DTRG-2020-07-27,TÀRREGA,11384000,,5499.3,,450,,,,,,,,,,,,false,
DTRG-2020-08-10,TÀRREGA,98749000,300,300,,,,,,,,,,,,,,false,
DTRG-2020-08-25,TÀRREGA,450,450,450,,450,,,,,,,,,,,,false,
DTRG-2020-09-07,TÀRREGA,49869000,31776,33196,,,37115,428.57,,,,,,,,,Canvi Metodològic,false,
DTRG-2020-09-21,TÀRREGA,87114000,8456.8,1927,,,,,,,,,,,,,,false,
DTRG-2020-10-05,TÀRREGA,276160000,24947,91735,,,,,,,,,,,,,,false,
DTRP-2020-07-13,TREMP,22187000,,450,,450,,,,,,,,,2583,27,,false,
DTRP-2020-07-27,TREMP,24843000,,450,,450,,,,,,,,,1982,0,,false,
DTRP-2020-08-10,TREMP,277240000,300,300,,,,,,,,,,,2207,0,,false,
DTRP-2020-08-25,TREMP,450,450,450,,450,,,,,,,,,,,,false,
DTRP-2020-09-07,TREMP,16256000,3044.7,6350.9,,,6318.4,142.86,,,,,,,2036,0,Canvi Metodològic,false,
DTRP-2020-09-21,TREMP,18732000,775.72,29710,,,,,,,,,,,2076,2.5,,false,
DTRP-2020-09-28,TREMP,5329100,171.43,1194.6,,,,,,,,,,,,,,false,
DTRP-2020-10-05,TREMP,1353200000,1275.3,3169.9,,,,,,,,,,,1964,0,,false,
DTRP-2020-10-12,TREMP,9481600,171.43,9072,,,,,,,,,,,,,Hem repetit qPCR. Hem repetit des de centricon i no ha donat senyal,false,
DTRS-2020-07-06,TERRASSA,27348000,,609.52,9560.7,609.52,,,,,,,,,38716,0,,false,
DTRS-2020-07-13,TERRASSA,4006600,,22247,6909.5,571.43,,,,,,,,,44760,0,,false,
DTRS-2020-07-20,TERRASSA,45174,56906,57814,10566,,,,,,,,,,1695.7,0,,false,
DTRS-2020-07-28,TERRASSA,210890,28201,18194,12563,,,,,,,,,,,,,false,
DTRS-2020-08-03,TERRASSA,905270000,71995,146530,413950,,,,,,,,,,38949.6,0,,false,
DTRS-2020-08-10,TERRASSA,10185000,28093,24600,2040.6,,,,,,,,,,34258.9,0,,false,
DTRS-2020-08-17,TERRASSA,375,30552,82816,448.23,,,,,,,,,,36745.3,0,,false,
DTRS-2020-08-24,TERRASSA,38633000,67964,79630,37722,,,,,,,,,,35689.8,0,,false,
DTRS-2020-08-31,TERRASSA,6751600,11022,51727,1170.1,,,,,,,,,,38270.7,0,,false,
DTRS-2020-09-07,TERRASSA,7426700,9177.2,45711,9274.8,,,,,,,,,,47385.5,,,false,
DTRS-2020-09-14,TERRASSA,1965000,5771.9,12057,139030,,,,,,,,,,39669.1,0,,false,
DTRS-2020-09-21,TERRASSA,16910000,14016,27079,15050,,,,,,,,,,0,0,,false,
DTRS-2020-09-28,TERRASSA,1063800,2830.4,4638.6,,,,,,,,,,,39697,0,,false,
DTRS-2020-10-05,TERRASSA,666220,20693,17194,,,,,,,,,,,41920.7,0,,false,
DTRS-2020-10-12,TERRASSA,2135700,32734,51218,11728,,,,,,,,,,39096.9,0,,false,
DVAL-2020-07-06,VALLS_POBLE,17073000,,450,,450,,,,,,,,,0,0,,false,
DVAL-2020-07-20,VALLS_POBLE,232290000,,450,,450,,,,,,,,,7290,0,,false,
DVAL-2020-08-03,VALLS_POBLE,93691000,480,480,,,,,,,,,,,6085,0,,false,
DVAL-2020-08-17,VALLS_POBLE,,300,300,,300,,,180640000,,,,,,8498,0,,false,
DVAL-2020-08-31,VALLS_POBLE,330,330,330,,,,,,,,,,,8890,0,,false,
DVAL-2020-09-14,VALLS_POBLE,26968000,696.37,978.75,,,,,,,,,,,9263,0,,true,
DVAL-2020-09-28,VALLS_POBLE,13088000,171.43,993.02,,,,,,,,,,,9304,0,,true,
DVAL-2020-10-12,VALLS_POBLE,59932000,5052.5,7180.5,,,,,,,,,,,,,S'ha repetit des de l'inici. Resultats idèntics,false,
DVDP-2020-07-06,VILAFRANCA_DEL_PENEDÈS,,,100,,100,,,,,100,,,163070,15505,0,,false,
DVDP-2020-07-13,VILAFRANCA_DEL_PENEDÈS,,,148.15,,148.15,,,,,148.15,148.15,148.15,,15158,0,,false,
DVDP-2020-07-20,VILAFRANCA_DEL_PENEDÈS,,,148.15,,148.15,,,,21082,7633.5,,,,15215,0,,false,
DVDP-2020-07-27,VILAFRANCA_DEL_PENEDÈS,,,148.15,,148.15,,,,12595,148.15,,,,14066.57,0,,false,
DVDP-2020-08-03,VILAFRANCA_DEL_PENEDÈS,,,16903,,,,,,436600,2829.9,,,,14547,0,,false,
DVDP-2020-08-10,VILAFRANCA_DEL_PENEDÈS,,,322830,,,,,,67836,38478,,,,14484,0,,false,
DVDP-2020-08-17,VILAFRANCA_DEL_PENEDÈS,,,7846.4,,,,,,22644,14875,,,,14547,0,,false,
DVDP-2020-08-24,VILAFRANCA_DEL_PENEDÈS,,,162970,,,,,,2223200,239780,,,,15333,0,Canvi metodològic,false,
DVDP-2020-08-31,VILAFRANCA_DEL_PENEDÈS,,,96596,,,,,,2366700,37375,,,,15333,0,,false,
DVDP-2020-09-07,VILAFRANCA_DEL_PENEDÈS,,,241340,,,,,,2044100,509810,,,,15333,0,,false,
DVDP-2020-09-14,VILAFRANCA_DEL_PENEDÈS,,,112360,,,,,,1361900,10545,,,,15731,0,,false,
DVDP-2020-09-21,VILAFRANCA_DEL_PENEDÈS,,,100720,,,,,,1426000,21799,,,,20299,1.2,,false,
DVDP-2020-09-28,VILAFRANCA_DEL_PENEDÈS,,,17004,,,,,,1229500,3873.4,,,,15316,0,,false,
DVDP-2020-10-05,VILAFRANCA_DEL_PENEDÈS,,,116190,,,,,,1574900,28257,,,,15118.16,0,,false,
DVDP-2020-10-12,VILAFRANCA_DEL_PENEDÈS,,,286500,,,,,,2169000,276430,,,,14345.64,0,,false,
DVEN-2020-07-06,RIERA_DE_LA_BISBAL,,,100,,100,,,,,100,,,34095000,13856,0,,false,
DVEN-2020-07-13,RIERA_DE_LA_BISBAL,,,148.15,,148.15,,,,,1360.5,148.15,148.15,,0,0,,false,
DVEN-2020-07-20,RIERA_DE_LA_BISBAL,,,3332,,148.15,,,,61664,8273.5,,,,0,0,,false,
DVEN-2020-07-27,RIERA_DE_LA_BISBAL,,,148.15,,148.15,,,,27616,148.15,,,,0,0,,false,
DVEN-2020-08-03,RIERA_DE_LA_BISBAL,,,389.94,,,,,,1292.3,148.15,,,,13000,0,Valor Puntual,false,
DVEN-2020-08-10,RIERA_DE_LA_BISBAL,,,17477,,,,,,32662,1759.1,,,,13545,0,,false,
DVEN-2020-08-17,RIERA_DE_LA_BISBAL,,,148.15,,,,,,2051.3,84627,,,,16700,0,,true,
DVEN-2020-08-24,RIERA_DE_LA_BISBAL,,,110080,,,,,,1086600,371670,,,,16948,0,Canvi metodològic,false,
DVEN-2020-08-31,RIERA_DE_LA_BISBAL,,,174710,,,,,,2201800,406600,,,,14128,,,false,
DVEN-2020-09-07,RIERA_DE_LA_BISBAL,,,1207600,,,,,,972420,777420,,,,16402,31.5,,false,
DVEN-2020-09-14,RIERA_DE_LA_BISBAL,,,148260,,,,,,628680,66016,,,,11500,0,,false,
DVEN-2020-09-21,RIERA_DE_LA_BISBAL,,,40910,,,,,,1397000,806600,,,,9344,22,,false,
DVEN-2020-09-28,RIERA_DE_LA_BISBAL,,,6266.6,,,,,,1080100,30464,,,,12398,0,,false,
DVEN-2020-10-05,RIERA_DE_LA_BISBAL,,,198180,,,,,,1486700,55683,,,,11549,0,,false,
DVEN-2020-10-12,RIERA_DE_LA_BISBAL,,,1389400,,,,,,1613700,572730,,,,,,,false,
DVIC-2020-07-13,VIC,7922300,,714.29,7858.5,714.29,,,,,,,,,23074,7.2,,false,
DVIC-2020-07-20,VIC,28931,7844,1527.9,39359,,,,,,,,,,19692,0,,false,
DVIC-2020-07-28,VIC,1712100,1391.6,3643.1,1984.3,,,,,,,,,,,,,false,
DVIC-2020-08-03,VIC,27237000,257.14,1977.7,6624,,,,,,,,,,20628,0,,false,
DVIC-2020-08-10,VIC,10938000,257.14,6922.8,13704,,,,,,,,,,24913,0,,false,
DVIC-2020-08-17,VIC,12113000,9810.5,18962,2085.5,,,,,,,,,,204810,0,,false,
DVIC-2020-08-24,VIC,20482000,17131,47119,44340,,,,,,,,,,19608,0,,false,
DVIC-2020-08-31,VIC,24196000,2700,83915,5863.4,,,,,,,,,,279060,0,,false,
DVIC-2020-09-07,VIC,32261000,1403.3,22216,4176.2,,,,,,,,,,26444,0,,false,
DVIC-2020-09-14,VIC,1928600,649.16,1130.8,51226,,,,,,,,,,21603,0,,false,
DVIC-2020-09-21,VIC,49757000,5805.7,15556,37217,,,,,,,,,,0,0,,false,
DVIC-2020-09-28,VIC,10576000,13918,24626,,,,,,,,,,,28130,0,,false,
DVIC-2020-10-05,VIC,1969600,30665,22842,,,,,,,,,,,23482,0,,false,
DVIC-2020-10-12,VIC,1956500,7248.7,17442,19783,,,,,,,,,,22966,0,,false,
DVIE-2020-07-06,VIELHA_E_MIJARAN,103430000,,450,,450,,,,,,,,,0,0,,false,
DVIE-2020-07-20,VIELHA_E_MIJARAN,1692600000,,3358.5,,420,,,,,,,,,,,,false,
DVIE-2020-08-03,VIELHA_E_MIJARAN,328110000,360,360,,,,,,,,,,,,,,false,
DVIE-2020-08-17,VIELHA_E_MIJARAN,,300,300,,300,,,377170000,,,,,,,,,false,
DVIE-2020-08-31,VIELHA_E_MIJARAN,340,340,415.46,,,,,,,,,,,,,,true,
DVIE-2020-09-14,VIELHA_E_MIJARAN,10516000,171.43,171.43,,,,,,,,,,,,,,false,
DVIE-2020-09-28,VIELHA_E_MIJARAN,3467600,49367,48658,,,,,,,,,,,,,,false,
DVIE-2020-10-12,VIELHA_E_MIJARAN,98191000,3234.6,15442,,,,,,,,,,,,,,false,
DVLC-2020-07-06,VILA-SECA/SALOU,15326000,,450,,450,,,,,,,,,0,0,,false,
DVLC-2020-07-13,VILA-SECA/SALOU,3421700,,450,,450,,,,,,,,,27903,0,,false,
DVLC-2020-07-20,VILA-SECA/SALOU,282550000,,450,,450,,,,,,,,,27789,0,,false,
DVLC-2020-07-27,VILA-SECA/SALOU,5529300,,450,,450,,,,,,,,,27422.5,0,,false,
DVLC-2020-08-03,VILA-SECA/SALOU,105520000,480,2917.3,,,,,,,,,,,27728,0,Valor Puntual,false,
DVLC-2020-08-10,VILA-SECA/SALOU,70687000,30,30,,,,,,,,,,,30718.2,0,,false,
DVLC-2020-08-17,VILA-SECA/SALOU,,300,5859.7,,300,,,105170000,,,,,,31660.1,0,Valor Puntual,false,
DVLC-2020-08-25,VILA-SECA/SALOU,450,450,450,,450,,,,,,,,,,,,false,
DVLC-2020-08-31,VILA-SECA/SALOU,480,480,480,,,,,,,,,,,29210.4,0,,false,
DVLC-2020-09-07,VILA-SECA/SALOU,61363000,257.14,8381.5,,,257.14,257.14,,,,,,,29945.7,1.2,Canvi Metodològic,true,
DVLC-2020-09-14,VILA-SECA/SALOU,127220000,219.02,510.13,,,,,,,,,,,23394.3,0,,true,
DVLC-2020-09-21,VILA-SECA/SALOU,12130000,142.86,9213.6,,,,,,,,,,,23621.6,0,,true,
DVLC-2020-09-28,VILA-SECA/SALOU,28377000,8152.7,4982.7,,,,,,,,,,,22047.6,0,,false,
DVLC-2020-10-12,VILA-SECA/SALOU,4549100,3690.9,4930.1,,,,,,,,,,,21004.7,0,,false,
DVLG-2020-07-06,VILANOVA_I_LA_GELTRÚ,15877000,,653.06,5479.4,653.06,,,,,,,,,16901,0,,false,
DVLG-2020-07-13,VILANOVA_I_LA_GELTRÚ,5641300,,27304,67500,653.06,,,,,,,,,15932,0,,true,
DVLG-2020-07-20,VILANOVA_I_LA_GELTRÚ,89457,12137,3359.4,28365,,,,,,,,,,15568,0,,false,
DVLG-2020-07-28,VILANOVA_I_LA_GELTRÚ,267410,9860.7,1128.4,10774,,,,,,,,,,,,,false,
DVLG-2020-08-03,VILANOVA_I_LA_GELTRÚ,12207000,1133.2,19017,65221,,,,,,,,,,16794,0,,false,
DVLG-2020-08-10,VILANOVA_I_LA_GELTRÚ,9020900,4131.6,23927,34014,,,,,,,,,,,,,false,
DVLG-2020-08-17,VILANOVA_I_LA_GELTRÚ,3042600,13654,7811.9,5359.7,,,,,,,,,,15652,0,,false,
DVLG-2020-08-24,VILANOVA_I_LA_GELTRÚ,4368800,257.14,1461.4,29221,,,,,,,,,,16002,0,,false,
DVLG-2020-08-31,VILANOVA_I_LA_GELTRÚ,5364500,192.86,1234.7,2671.4,,,,,,,,,,16105,0,,true,
DVLG-2020-09-07,VILANOVA_I_LA_GELTRÚ,7152700,1307.3,11095,1411.3,,,,,,,,,,21160,0,,false,
DVLG-2020-09-14,VILANOVA_I_LA_GELTRÚ,4393100,408.31,321.43,80403,,,,,,,,,,16443,0,,true,
DVLG-2020-09-21,VILANOVA_I_LA_GELTRÚ,21976000,566.39,2263.1,17284,,,,,,,,,,16961,0,,false,
DVLG-2020-09-28,VILANOVA_I_LA_GELTRÚ,3321900,386.76,1813.9,,,,,,,,,,,16731,0,,false,
DVLG-2020-10-05,VILANOVA_I_LA_GELTRÚ,3063900,26215,12923,,,,,,,,,,,14672,0,,false,
DVLG-2020-10-12,VILANOVA_I_LA_GELTRÚ,1930000,7267.4,20286,27219,,,,,,,,,,15037,0,,false,
